"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"12.11.2014","1.280,40","1.162,50","1.168,10","1.157,50","0,02K","-0,37%"
"11.11.2014","1.285,10","1.155,00","1.170,50","1.151,60","0,02K","0,30%"
"10.11.2014","1.281,30","1.171,00","1.171,00","1.150,70","0,04K","-0,75%"
"07.11.2014","1.291,00","1.139,90","1.169,70","1.132,90","0,10K","2,10%"
"06.11.2014","1.264,40","1.141,10","1.147,50","1.137,90","0,14K","-0,29%"
"05.11.2014","1.268,10","1.168,10","1.168,70","1.137,80","0,16K","-1,72%"
"04.11.2014","1.290,30","1.166,90","1.171,00","1.165,00","0,04K","-0,32%"
"03.11.2014","1.294,40","1.166,40","1.172,30","1.163,10","0,06K","-0,12%"
"31.10.2014","1.295,90","1.199,60","1.199,70","1.161,40","0,26K","-2,04%"
"30.10.2014","1.322,90","1.213,70","1.214,70","1.195,80","0,52K","-1,95%"
"29.10.2014","1.349,20","1.224,30","1.224,30","1.224,30","-","-0,25%"
"28.10.2014","1.352,60","1.224,90","1.231,00","1.224,70","0,05K","0,01%"
"27.10.2014","1.352,40","1.230,20","1.230,20","1.227,30","0,28K","-0,19%"
"24.10.2014","1.355,00","1.229,40","1.232,70","1.229,40","0,07K","0,21%"
"23.10.2014","1.352,10","1.228,00","1.228,00","1.227,90","0,00K","-1,06%"
"22.10.2014","1.366,60","1.244,80","1.244,80","1.244,30","0,00K","-0,38%"
"21.10.2014","1.371,80","1.251,00","1.251,00","1.251,00","0,05K","0,55%"
"20.10.2014","1.364,30","1.237,30","1.244,00","1.235,40","0,11K","0,43%"
"17.10.2014","1.358,50","1.237,40","1.237,50","1.232,60","0,36K","0,07%"
"16.10.2014","1.357,50","1.242,10","1.243,00","1.236,70","0,01K","-0,28%"
"15.10.2014","1.361,30","1.243,70","1.247,00","1.230,90","0,25K","0,15%"
"14.10.2014","1.359,30","1.235,90","1.235,90","1.235,80","0,07K","10,58%"
"13.10.2014","1.229,30","1.229,80","1.234,00","1.227,00","0,10K","-9,19%"
"10.10.2014","1.353,70","1.223,50","1.223,50","1.217,00","0,19K","-0,38%"
"09.10.2014","1.358,80","1.223,90","1.229,00","1.223,90","0,02K","1,09%"
"08.10.2014","1.344,20","1.210,20","1.217,90","1.207,00","0,01K","-1,42%"
"07.10.2014","1.363,60","1.209,10","1.210,80","1.205,30","0,27K","0,21%"
"06.10.2014","1.360,70","1.338,30","1.338,30","1.338,30","0,01K","1,02%"
"03.10.2014","1.346,90","1.212,40","1.212,40","1.191,00","0,50K","-1,55%"
"02.10.2014","1.368,10","1.215,30","1.219,50","1.210,30","0,18K","-0,15%"
"01.10.2014","1.370,20","1.207,70","1.217,80","1.205,50","0,18K","0,26%"
"30.09.2014","1.366,70","1.214,80","1.218,20","1.204,00","0,68K","-0,51%"
"29.09.2014","1.373,70","1.216,30","1.222,20","1.214,70","6,34K","0,24%"
"26.09.2014","1.370,40","1.214,10","1.214,10","1.214,10","0,00K","-0,44%"
"25.09.2014","1.376,40","1.209,50","1.216,10","1.209,50","0,01K","0,11%"
"24.09.2014","1.374,90","1.216,80","1.216,80","1.216,80","0,00K","-0,17%"
"23.09.2014","1.377,20","1.221,00","1.221,00","1.221,00","0,01K","0,22%"
"22.09.2014","1.374,20","1.214,90","1.214,90","1.212,40","0,01K","0,08%"
"19.09.2014","1.373,10","1.218,30","1.218,30","1.218,30","0,00K","-0,74%"
"18.09.2014","1.383,40","1.216,20","1.220,40","1.216,20","0,01K","-0,62%"
"17.09.2014","1.392,00","1.236,20","1.236,20","1.221,90","0,01K","-0,07%"
"16.09.2014","1.393,00","1.238,30","1.238,30","1.235,90","0,00K","0,12%"
"15.09.2014","1.391,30","1.226,70","1.235,00","1.226,70","0,02K","0,25%"
"12.09.2014","1.387,80","1.227,00","1.227,00","1.227,00","0,05K","-0,54%"
"11.09.2014","1.395,40","1.237,40","1.237,40","1.237,40","-","-0,47%"
"10.09.2014","1.402,00","1.256,70","1.256,70","1.243,50","0,10K","-0,19%"
"09.09.2014","1.404,60","1.246,80","1.246,80","1.246,80","-","-0,40%"
"08.09.2014","1.410,20","1.268,40","1.268,40","1.262,20","0,00K","-0,91%"
"05.09.2014","1.423,20","1.263,20","1.268,10","1.263,20","0,12K","0,06%"
"04.09.2014","1.422,30","1.268,70","1.272,70","1.260,30","0,29K","-0,22%"
"03.09.2014","1.425,50","1.266,30","1.271,10","1.263,10","0,28K","0,46%"
"02.09.2014","1.419,00","1.284,50","1.286,40","1.262,50","0,28K","10,22%"
"01.09.2014","1.287,40","1.287,60","1.290,90","1.285,90","-","-0,02%"
"31.08.2014","1.287,70","1.288,50","1.289,00","1.286,80","-","-10,61%"
"29.08.2014","1.440,60","1.289,50","1.289,70","1.284,80","0,12K","-0,22%"
"28.08.2014","1.443,80","1.284,50","1.293,70","1.284,30","0,82K","0,48%"
"27.08.2014","1.436,90","1.281,50","1.282,30","1.281,50","0,04K","-0,17%"
"26.08.2014","1.439,30","1.289,40","1.289,50","1.281,10","0,07K","0,43%"
"25.08.2014","1.433,10","1.424,90","1.424,90","1.424,90","0,00K","-0,07%"
"22.08.2014","1.434,10","1.276,00","1.280,00","1.275,00","0,12K","0,34%"
"21.08.2014","1.429,20","1.290,00","1.290,00","1.272,00","0,26K","-1,37%"
"20.08.2014","1.449,00","1.295,40","1.295,80","1.288,40","0,33K","0,00%"
"19.08.2014","1.449,00","1.298,80","1.301,70","1.294,00","0,14K","-0,26%"
"18.08.2014","1.452,80","1.301,40","1.302,10","1.295,70","0,10K","-0,45%"
"15.08.2014","1.459,40","1.311,70","1.312,80","1.292,00","0,20K","-0,66%"
"14.08.2014","1.469,10","1.311,80","1.316,40","1.309,70","0,32K","0,08%"
"13.08.2014","1.467,90","1.308,80","1.312,60","1.305,00","0,24K","0,18%"
"12.08.2014","1.465,30","1.306,20","1.315,80","1.305,80","0,44K","-0,01%"
"11.08.2014","1.465,50","1.308,40","1.309,70","1.305,30","0,19K","-0,03%"
"08.08.2014","1.465,90","1.310,80","1.322,10","1.308,00","0,59K","-0,10%"
"07.08.2014","1.467,30","1.305,30","1.313,20","1.302,50","0,23K","0,31%"
"06.08.2014","1.462,70","1.288,10","1.309,00","1.287,80","0,71K","1,65%"
"05.08.2014","1.439,00","1.288,00","1.292,70","1.282,60","0,83K","-0,20%"
"04.08.2014","1.441,90","1.294,40","1.295,00","1.285,90","0,92K","-0,63%"
"01.08.2014","1.451,10","1.284,10","1.296,60","1.279,70","1,99K","0,67%"
"31.07.2014","1.441,50","1.295,10","1.297,30","1.280,60","5,66K","-1,00%"
"30.07.2014","1.456,10","1.298,60","1.303,00","1.291,00","0,00K","-0,04%"
"29.07.2014","1.456,70","1.310,90","1.310,90","1.310,00","0,05K","-0,36%"
"28.07.2014","1.462,00","1.307,40","1.308,00","1.304,30","0,05K","0,12%"
"25.07.2014","1.460,30","1.294,80","1.294,80","1.294,80","0,01K","0,90%"
"24.07.2014","1.447,30","1.297,50","1.297,50","1.297,50","0,00K","-0,89%"
"23.07.2014","1.460,30","1.304,50","1.304,50","1.304,50","-","-0,09%"
"22.07.2014","1.461,60","1.306,10","1.306,10","1.306,10","0,00K","-0,54%"
"21.07.2014","1.469,60","1.311,00","1.315,50","1.311,00","0,02K","0,33%"
"18.07.2014","1.464,70","1.322,70","1.322,70","1.306,20","0,03K","-0,50%"
"17.07.2014","1.472,10","1.303,10","1.323,80","1.303,10","0,02K","1,18%"
"16.07.2014","1.454,90","1.298,40","1.303,10","1.296,90","0,03K","0,25%"
"15.07.2014","1.451,30","1.307,40","1.312,10","1.294,10","0,37K","-0,64%"
"14.07.2014","1.460,70","1.332,80","1.332,80","1.304,70","0,10K","-2,16%"
"11.07.2014","1.492,90","1.337,90","1.339,00","1.336,20","0,11K","-0,12%"
"10.07.2014","1.494,70","1.330,50","1.343,70","1.328,00","0,03K","1,01%"
"09.07.2014","1.479,70","1.324,00","1.330,40","1.324,00","0,02K","0,56%"
"08.07.2014","1.471,40","1.318,40","1.323,50","1.316,00","0,01K","-0,04%"
"07.07.2014","1.472,00","1.319,60","1.320,30","1.313,20","0,09K","11,41%"
"04.07.2014","1.321,30","1.321,10","1.324,00","1.319,60","-","-10,46%"
"03.07.2014","1.475,60","1.327,30","1.327,70","1.313,00","0,04K","-0,62%"
"02.07.2014","1.484,80","1.326,80","1.330,70","1.326,80","0,23K","0,31%"
"01.07.2014","1.480,20","1.326,70","1.331,40","1.326,20","0,05K","0,35%"
"30.06.2014","1.475,10","1.315,30","1.328,70","1.311,80","0,74K","11,83%"
"27.06.2014","1.319,00","1.317,40","1.320,90","1.313,30","0,63K","0,22%"
"26.06.2014","1.316,10","1.319,60","1.319,60","1.312,40","0,59K","-0,46%"
"25.06.2014","1.322,20","1.315,30","1.323,40","1.312,00","0,29K","0,10%"
"24.06.2014","1.320,90","1.315,60","1.325,60","1.315,60","0,22K","0,22%"
"23.06.2014","1.318,00","1.312,30","1.316,90","1.312,30","0,14K","0,14%"
"20.06.2014","1.316,20","1.321,40","1.321,40","1.306,80","0,25K","0,19%"
"19.06.2014","1.313,70","1.277,20","1.321,00","1.277,20","0,60K","3,25%"
"18.06.2014","1.272,40","1.269,90","1.272,70","1.267,40","0,14K","0,06%"
"17.06.2014","1.271,70","1.272,80","1.272,80","1.260,90","0,82K","-0,25%"
"16.06.2014","1.274,90","1.279,80","1.283,50","1.270,80","0,33K","0,09%"
"13.06.2014","1.273,70","1.272,50","1.274,70","1.271,30","0,15K","0,01%"
"12.06.2014","1.273,60","1.260,00","1.274,50","1.260,00","0,13K","1,02%"
"11.06.2014","1.260,80","1.259,90","1.264,40","1.259,10","0,13K","0,08%"
"10.06.2014","1.259,80","1.252,40","1.262,30","1.251,00","1,01K","0,50%"
"09.06.2014","1.253,50","1.252,70","1.256,10","1.251,80","0,10K","0,11%"
"06.06.2014","1.252,10","1.253,40","1.256,60","1.246,30","0,38K","-0,07%"
"05.06.2014","1.253,00","1.244,00","1.256,60","1.241,20","1,32K","0,72%"
"04.06.2014","1.244,00","1.245,10","1.248,80","1.242,70","0,60K","-0,02%"
"03.06.2014","1.244,30","1.244,10","1.247,50","1.240,50","0,65K","0,05%"
"02.06.2014","1.243,70","1.250,00","1.250,70","1.240,90","0,77K","-0,15%"
"30.05.2014","1.245,60","1.255,10","1.259,60","1.241,80","3,84K","-0,85%"
"29.05.2014","1.256,30","1.258,30","1.260,60","1.250,90","38,05K","-0,24%"
"28.05.2014","1.259,30","1.259,30","1.259,30","1.263,60","-","-0,48%"
"27.05.2014","1.265,40","1.291,90","1.291,90","1.276,00","0,03K","-2,10%"
"26.05.2014","1.292,50","1.291,60","1.294,40","1.291,40","-","0,06%"
"25.05.2014","1.291,70","1.293,90","1.294,20","1.291,10","-","0,01%"
"23.05.2014","1.291,60","1.293,20","1.293,40","1.293,20","0,00K","-0,25%"
"22.05.2014","1.294,90","1.294,20","1.295,00","1.294,20","0,00K","0,54%"
"21.05.2014","1.288,00","1.287,40","1.287,40","1.287,40","0,00K","-0,50%"
"20.05.2014","1.294,50","1.290,70","1.290,70","1.290,10","0,01K","0,06%"
"19.05.2014","1.293,70","1.293,70","1.293,70","1.293,70","0,04K","0,03%"
"16.05.2014","1.293,30","1.293,30","1.293,30","1.293,30","0,01K","-0,02%"
"15.05.2014","1.293,50","1.302,50","1.302,50","1.292,80","0,03K","-0,93%"
"14.05.2014","1.305,70","1.292,80","1.306,90","1.292,80","0,03K","0,86%"
"13.05.2014","1.294,60","1.295,50","1.295,50","1.292,00","0,02K","-0,08%"
"12.05.2014","1.295,60","1.282,10","1.295,90","1.281,20","0,02K","0,64%"
"09.05.2014","1.287,30","1.287,30","1.287,30","1.287,30","0,00K","-0,01%"
"08.05.2014","1.287,40","1.291,50","1.291,50","1.285,50","0,07K","-0,09%"
"07.05.2014","1.288,60","1.310,30","1.312,00","1.288,00","0,02K","-1,51%"
"06.05.2014","1.308,30","1.309,40","1.309,40","1.306,90","0,01K","-0,05%"
"05.05.2014","1.309,00","1.305,60","1.314,20","1.305,50","0,03K","0,49%"
"02.05.2014","1.302,60","1.276,70","1.302,70","1.276,70","0,09K","1,52%"
"01.05.2014","1.283,10","1.288,70","1.288,70","1.278,00","0,03K","-0,96%"
"30.04.2014","1.295,60","1.296,00","1.296,50","1.286,60","0,18K","-0,03%"
"29.04.2014","1.296,00","1.295,50","1.300,50","1.289,10","0,90K","-0,22%"
"28.04.2014","1.298,90","1.305,40","1.305,40","1.293,00","0,06K","-0,14%"
"25.04.2014","1.300,70","1.293,80","1.304,60","1.293,80","0,27K","0,79%"
"24.04.2014","1.290,50","1.284,60","1.297,90","1.272,40","0,52K","0,49%"
"23.04.2014","1.284,20","1.284,30","1.287,70","1.282,40","0,18K","0,28%"
"22.04.2014","1.280,60","1.289,20","1.291,60","1.276,00","0,10K","-0,57%"
"21.04.2014","1.288,00","1.290,00","1.299,20","1.283,70","0,10K","-0,42%"
"17.04.2014","1.293,40","1.300,10","1.303,00","1.292,50","0,12K","-0,74%"
"16.04.2014","1.303,10","1.302,70","1.304,00","1.295,00","0,18K","0,24%"
"15.04.2014","1.300,00","1.322,70","1.322,70","1.291,50","0,24K","-2,05%"
"14.04.2014","1.327,20","1.320,10","1.330,00","1.320,10","0,33K","0,64%"
"11.04.2014","1.318,70","1.319,00","1.322,80","1.316,30","0,08K","-0,11%"
"10.04.2014","1.320,10","1.311,80","1.323,80","1.311,20","0,13K","1,12%"
"09.04.2014","1.305,50","1.309,50","1.313,60","1.301,10","0,19K","-0,24%"
"08.04.2014","1.308,70","1.296,60","1.314,10","1.296,60","0,26K","0,82%"
"07.04.2014","1.298,00","1.301,40","1.304,00","1.296,30","0,36K","-0,40%"
"04.04.2014","1.303,20","1.285,50","1.306,10","1.284,40","0,98K","1,46%"
"03.04.2014","1.284,40","1.290,80","1.293,60","1.282,70","0,78K","-0,47%"
"02.04.2014","1.290,50","1.280,20","1.294,10","1.280,20","1,10K","0,85%"
"01.04.2014","1.279,60","1.285,10","1.287,90","1.277,30","0,88K","-0,30%"
"31.03.2014","1.283,40","1.294,30","1.298,80","1.282,40","4,12K","-0,80%"
"28.03.2014","1.293,80","1.292,20","1.299,40","1.285,90","65,49K","-0,07%"
"27.03.2014","1.294,70","1.294,70","1.294,70","1.294,70","-","-0,67%"
"26.03.2014","1.303,40","1.315,20","1.315,20","1.311,80","0,00K","-0,61%"
"25.03.2014","1.311,40","1.315,50","1.315,50","1.307,50","0,05K","0,02%"
"24.03.2014","1.311,20","1.333,00","1.333,00","1.310,50","0,10K","-1,86%"
"21.03.2014","1.336,00","1.339,10","1.339,10","1.335,00","0,00K","0,41%"
"20.03.2014","1.330,50","1.333,70","1.333,70","1.325,80","0,07K","-0,81%"
"19.03.2014","1.341,40","1.357,10","1.358,00","1.332,70","0,06K","-1,30%"
"18.03.2014","1.359,00","1.359,30","1.361,80","1.353,40","0,04K","-1,01%"
"17.03.2014","1.372,90","1.386,10","1.391,40","1.372,20","0,03K","-0,44%"
"14.03.2014","1.379,00","1.376,10","1.386,60","1.369,80","0,09K","0,50%"
"13.03.2014","1.372,20","1.366,80","1.374,50","1.366,50","0,02K","0,14%"
"12.03.2014","1.370,30","1.349,10","1.370,50","1.348,70","0,06K","1,77%"
"11.03.2014","1.346,50","1.340,00","1.352,40","1.338,10","0,05K","0,38%"
"10.03.2014","1.341,40","1.336,00","1.344,70","1.330,50","0,10K","0,25%"
"07.03.2014","1.338,10","1.349,50","1.352,70","1.329,20","0,10K","-1,01%"
"06.03.2014","1.351,70","1.338,00","1.351,60","1.333,30","0,06K","0,86%"
"05.03.2014","1.340,20","1.334,80","1.341,00","1.334,80","0,03K","0,18%"
"04.03.2014","1.337,80","1.350,40","1.350,40","1.332,20","0,08K","-0,91%"
"03.03.2014","1.350,10","1.335,90","1.354,10","1.332,90","0,23K","2,17%"
"28.02.2014","1.321,40","1.329,80","1.332,60","1.321,10","0,24K","-0,77%"
"27.02.2014","1.331,60","1.329,30","1.335,00","1.324,60","0,37K","0,26%"
"26.02.2014","1.328,20","1.341,20","1.344,00","1.325,60","0,06K","-1,10%"
"25.02.2014","1.343,00","1.336,40","1.343,90","1.333,10","0,29K","0,35%"
"24.02.2014","1.338,30","1.324,30","1.339,00","1.321,40","0,09K","1,09%"
"21.02.2014","1.323,90","1.320,00","1.328,30","1.317,40","0,17K","0,52%"
"20.02.2014","1.317,10","1.310,70","1.323,50","1.309,60","0,12K","-0,27%"
"19.02.2014","1.320,60","1.318,30","1.321,60","1.309,10","0,19K","-0,31%"
"18.02.2014","1.324,70","1.322,90","1.330,60","1.313,90","0,37K","-0,29%"
"17.02.2014","1.328,50","1.323,70","1.332,20","1.321,10","-","0,72%"
"14.02.2014","1.319,00","1.301,70","1.320,70","1.301,50","0,31K","1,43%"
"13.02.2014","1.300,40","1.293,30","1.303,50","1.287,50","0,88K","0,39%"
"12.02.2014","1.295,30","1.290,50","1.296,20","1.285,50","0,14K","0,40%"
"11.02.2014","1.290,10","1.274,00","1.292,00","1.273,80","0,56K","1,20%"
"10.02.2014","1.274,80","1.269,60","1.277,30","1.265,70","0,74K","0,91%"
"07.02.2014","1.263,30","1.258,30","1.271,40","1.257,90","0,44K","0,45%"
"06.02.2014","1.257,60","1.258,00","1.267,00","1.253,50","0,27K","0,02%"
"05.02.2014","1.257,30","1.254,00","1.273,70","1.253,10","1,62K","0,45%"
"04.02.2014","1.251,70","1.258,40","1.260,70","1.247,80","1,75K","-0,69%"
"03.02.2014","1.260,40","1.242,40","1.266,30","1.241,20","2,91K","1,64%"
"31.01.2014","1.240,10","1.243,60","1.254,50","1.238,40","5,82K","-0,17%"
"30.01.2014","1.242,20","1.267,00","1.267,70","1.237,50","45,28K","-1,58%"
"29.01.2014","1.262,20","1.262,20","1.262,20","1.262,20","-","0,90%"
"28.01.2014","1.251,00","1.257,90","1.258,40","1.257,90","0,02K","-1,00%"
"27.01.2014","1.263,60","1.259,80","1.264,40","1.254,40","0,09K","-0,07%"
"24.01.2014","1.264,50","1.258,30","1.269,40","1.258,30","0,04K","0,15%"
"23.01.2014","1.262,60","1.235,20","1.264,20","1.235,20","0,04K","1,90%"
"22.01.2014","1.239,00","1.241,70","1.242,00","1.240,10","0,06K","-0,27%"
"21.01.2014","1.242,30","1.256,40","1.257,50","1.240,00","0,22K","-1,02%"
"20.01.2014","1.255,10","1.255,70","1.257,90","1.253,10","-","0,27%"
"17.01.2014","1.251,70","1.239,70","1.254,30","1.239,70","0,10K","0,94%"
"16.01.2014","1.240,00","1.239,30","1.242,80","1.238,70","0,05K","0,15%"
"15.01.2014","1.238,10","1.243,10","1.243,20","1.238,20","0,07K","-0,57%"
"14.01.2014","1.245,20","1.251,00","1.251,30","1.242,00","0,04K","-0,46%"
"13.01.2014","1.250,90","1.250,60","1.252,70","1.245,50","0,05K","0,34%"
"10.01.2014","1.246,70","1.235,00","1.246,80","1.234,00","0,06K","1,42%"
"09.01.2014","1.229,30","1.225,80","1.229,00","1.225,80","0,01K","0,33%"
"08.01.2014","1.225,30","1.227,50","1.227,50","1.218,60","0,19K","-0,33%"
"07.01.2014","1.229,40","1.239,30","1.242,40","1.226,00","0,07K","-0,68%"
"06.01.2014","1.237,80","1.232,80","1.247,00","1.221,90","0,13K","-0,05%"
"03.01.2014","1.238,40","1.221,70","1.239,00","1.221,70","0,14K","1,09%"
"02.01.2014","1.225,00","1.204,30","1.227,30","1.204,30","0,21K","1,63%"
"01.01.2014","1.205,40","1.203,60","1.205,40","1.202,80","-","0,29%"
"31.12.2013","1.201,90","1.196,40","1.212,40","1.182,00","0,12K","-0,10%"
"30.12.2013","1.203,10","1.215,00","1.215,50","1.194,40","0,35K","-1,07%"
"27.12.2013","1.216,10","1.213,40","1.218,50","1.212,90","0,28K","0,16%"
"26.12.2013","1.214,10","1.207,10","1.215,90","1.207,10","0,14K","0,75%"
"24.12.2013","1.205,10","1.199,80","1.205,60","1.197,70","0,18K","0,56%"
"23.12.2013","1.198,40","1.205,20","1.205,20","1.195,90","0,12K","-0,56%"
"20.12.2013","1.205,10","1.190,90","1.207,80","1.190,90","0,20K","0,85%"
"19.12.2013","1.195,00","1.226,60","1.226,60","1.188,70","0,12K","-3,32%"
"18.12.2013","1.236,10","1.231,50","1.245,10","1.217,00","0,11K","0,40%"
"17.12.2013","1.231,20","1.237,00","1.240,40","1.231,30","0,02K","-1,15%"
"16.12.2013","1.245,50","1.238,40","1.250,60","1.228,90","0,24K","0,79%"
"13.12.2013","1.235,70","1.226,70","1.239,00","1.222,20","0,45K","0,79%"
"12.12.2013","1.226,00","1.253,50","1.255,40","1.225,90","0,61K","-2,58%"
"11.12.2013","1.258,50","1.261,90","1.261,90","1.252,10","0,15K","-0,31%"
"10.12.2013","1.262,40","1.239,00","1.267,00","1.239,00","0,88K","2,19%"
"09.12.2013","1.235,30","1.230,20","1.243,20","1.229,00","0,35K","0,41%"
"06.12.2013","1.230,30","1.228,70","1.242,00","1.213,00","1,03K","-0,24%"
"05.12.2013","1.233,20","1.240,00","1.241,50","1.218,60","0,45K","-1,20%"
"04.12.2013","1.248,20","1.225,10","1.250,40","1.212,90","1,82K","2,17%"
"03.12.2013","1.221,70","1.219,20","1.225,70","1.215,60","1,93K","-0,05%"
"02.12.2013","1.222,30","1.251,40","1.251,50","1.217,80","4,98K","-2,26%"
"29.11.2013","1.250,60","1.237,80","1.254,50","1.233,70","9,20K","0,55%"
"28.11.2013","1.243,80","1.237,90","1.245,30","1.236,20","-","0,48%"
"27.11.2013","1.237,80","1.241,60","1.254,80","1.235,50","82,33K","-0,29%"
"26.11.2013","1.241,40","1.243,00","1.243,00","1.243,00","0,00K","0,02%"
"25.11.2013","1.241,10","1.231,10","1.240,70","1.229,00","0,02K","-0,23%"
"22.11.2013","1.244,00","1.243,20","1.247,00","1.241,40","0,08K","0,04%"
"21.11.2013","1.243,50","1.245,70","1.247,10","1.236,50","0,09K","-1,14%"
"20.11.2013","1.257,90","1.269,00","1.269,00","1.241,90","0,12K","-1,22%"
"19.11.2013","1.273,40","1.274,20","1.275,20","1.271,00","0,01K","0,09%"
"18.11.2013","1.272,20","1.284,70","1.284,80","1.272,20","0,01K","-1,17%"
"15.11.2013","1.287,30","1.287,70","1.288,50","1.281,50","0,02K","0,09%"
"14.11.2013","1.286,20","1.280,20","1.293,30","1.278,10","0,03K","1,41%"
"13.11.2013","1.268,30","1.274,00","1.280,50","1.271,10","0,02K","-0,22%"
"12.11.2013","1.271,10","1.282,30","1.282,30","1.268,50","0,00K","-0,77%"
"11.11.2013","1.281,00","1.281,60","1.281,80","1.281,00","0,01K","-0,27%"
"08.11.2013","1.284,50","1.308,00","1.308,10","1.281,30","0,02K","-1,83%"
"07.11.2013","1.308,40","1.323,60","1.323,60","1.298,00","0,13K","-0,71%"
"06.11.2013","1.317,70","1.313,50","1.318,60","1.312,50","0,01K","0,74%"
"05.11.2013","1.308,00","1.313,30","1.317,50","1.306,90","0,10K","-0,50%"
"04.11.2013","1.314,60","1.314,60","1.320,50","1.312,10","0,04K","0,11%"
"01.11.2013","1.313,10","1.325,70","1.325,70","1.308,00","0,02K","-0,79%"
"31.10.2013","1.323,60","1.334,00","1.334,00","1.321,70","0,06K","-1,88%"
"30.10.2013","1.349,00","1.340,80","1.355,80","1.335,60","0,04K","0,28%"
"29.10.2013","1.345,20","1.359,60","1.359,70","1.359,60","0,01K","-0,50%"
"28.10.2013","1.352,00","1.351,40","1.359,20","1.349,00","0,02K","-0,03%"
"25.10.2013","1.352,40","1.346,20","1.353,00","1.346,20","0,02K","0,16%"
"24.10.2013","1.350,20","1.334,50","1.350,10","1.334,50","0,02K","1,22%"
"23.10.2013","1.333,90","1.331,90","1.333,40","1.331,90","0,01K","-0,64%"
"22.10.2013","1.342,50","1.313,90","1.342,60","1.313,90","0,06K","2,04%"
"21.10.2013","1.315,70","1.316,80","1.317,70","1.316,50","0,02K","0,10%"
"18.10.2013","1.314,40","1.318,80","1.326,00","1.312,60","0,07K","-0,63%"
"17.10.2013","1.322,70","1.307,00","1.320,80","1.307,00","0,07K","3,17%"
"16.10.2013","1.282,00","1.282,80","1.284,00","1.269,20","0,09K","0,71%"
"15.10.2013","1.273,00","1.270,50","1.284,80","1.254,10","0,21K","-0,27%"
"14.10.2013","1.276,40","1.275,80","1.285,80","1.272,10","0,06K","0,66%"
"11.10.2013","1.268,00","1.286,90","1.291,60","1.263,80","0,21K","-2,21%"
"10.10.2013","1.296,60","1.303,40","1.310,80","1.285,00","0,09K","-0,79%"
"09.10.2013","1.306,90","1.317,60","1.319,00","1.295,30","0,14K","-1,31%"
"08.10.2013","1.324,20","1.326,50","1.330,00","1.321,20","0,06K","-0,05%"
"07.10.2013","1.324,80","1.313,80","1.325,40","1.311,80","0,08K","1,15%"
"04.10.2013","1.309,70","1.316,20","1.318,10","1.305,70","0,04K","-0,58%"
"03.10.2013","1.317,40","1.312,00","1.319,50","1.302,50","0,22K","-0,24%"
"02.10.2013","1.320,60","1.288,50","1.321,00","1.280,00","0,15K","2,69%"
"01.10.2013","1.286,00","1.328,00","1.334,20","1.283,80","0,82K","-3,05%"
"30.09.2013","1.326,50","1.345,80","1.350,90","1.322,00","0,60K","-0,89%"
"27.09.2013","1.338,40","1.321,50","1.343,80","1.319,70","2,99K","1,12%"
"26.09.2013","1.323,60","1.335,20","1.338,30","1.335,20","0,01K","-0,92%"
"25.09.2013","1.335,90","1.322,70","1.335,30","1.322,70","0,05K","1,51%"
"24.09.2013","1.316,00","1.321,20","1.324,90","1.309,40","0,06K","-0,82%"
"23.09.2013","1.326,90","1.327,10","1.327,80","1.317,60","0,08K","-0,42%"
"20.09.2013","1.332,50","1.347,50","1.347,50","1.330,70","0,00K","-2,69%"
"19.09.2013","1.369,40","1.362,90","1.373,00","1.362,90","0,04K","4,71%"
"18.09.2013","1.307,80","1.292,10","1.347,70","1.292,10","0,03K","-0,13%"
"17.09.2013","1.309,50","1.313,00","1.313,10","1.310,20","0,02K","-0,64%"
"16.09.2013","1.317,90","1.328,40","1.329,60","1.310,80","0,11K","0,73%"
"13.09.2013","1.308,40","1.322,90","1.323,00","1.305,30","0,04K","-1,65%"
"12.09.2013","1.330,40","1.360,00","1.360,00","1.322,40","0,12K","-2,46%"
"11.09.2013","1.363,90","1.365,80","1.365,80","1.356,70","0,06K","-0,01%"
"10.09.2013","1.364,10","1.377,50","1.377,50","1.357,60","0,02K","-1,64%"
"09.09.2013","1.386,80","1.389,80","1.389,80","1.386,50","0,04K","0,01%"
"06.09.2013","1.386,70","1.371,00","1.390,10","1.368,90","0,05K","0,99%"
"05.09.2013","1.373,10","1.393,50","1.397,50","1.367,10","0,04K","-1,21%"
"04.09.2013","1.389,90","1.413,00","1.413,00","1.387,10","0,10K","-1,57%"
"03.09.2013","1.412,00","1.393,00","1.414,40","1.382,30","0,14K","1,31%"
"02.09.2013","1.393,70","1.380,40","1.398,00","1.379,60","-","-0,17%"
"30.08.2013","1.396,10","1.407,20","1.409,80","1.392,30","0,10K","-1,19%"
"29.08.2013","1.412,90","1.417,40","1.417,40","1.404,50","0,38K","-0,43%"
"28.08.2013","1.419,00","1.417,30","1.428,00","1.415,10","0,02K","-0,11%"
"27.08.2013","1.420,60","1.403,80","1.421,10","1.398,70","0,40K","1,98%"
"26.08.2013","1.393,00","1.398,60","1.403,00","1.391,30","0,20K","-0,19%"
"23.08.2013","1.395,70","1.376,80","1.398,20","1.373,90","0,18K","1,79%"
"22.08.2013","1.371,20","1.362,00","1.380,40","1.362,00","0,08K","0,04%"
"21.08.2013","1.370,60","1.372,50","1.377,30","1.360,90","0,11K","-0,18%"
